Date,SPY,QQQ,TLT,GLD,EEM
2015-01-01,201.09642272415567,100.11705917805946,127.83270762673831,110.19411669679447,39.78045046169935
2015-01-02,200.91900468187376,100.68526721905064,129.82297863597924,109.733225697094,39.85596714117492
2015-01-05,202.32569500085708,99.17381589407739,129.94159444712668,108.70345074791638,39.90515452046762
2015-01-06,205.53350232857892,98.69985723604263,130.5837909967029,107.19734554147648,40.31377413416725
2015-01-07,205.1553537414124,99.53667276794968,131.89822401872783,107.96792403234899,40.72592964921655
2015-01-08,204.7779345068025,98.34515222418553,130.62347793160944,108.64807276650413,40.94807315261888
2015-01-09,208.14152851087525,98.68360585479734,131.30904794980606,109.33183373658612,40.820372385200244
2015-01-12,209.8499226412885,97.40261066535409,131.02357626992276,109.24586773610487,41.144880261751446
2015-01-13,208.9714996347118,97.90692805275597,132.20384163828862,110.84915984123079,41.12761600960883
2015-01-14,210.21345728237608,97.92098704565976,129.48599286475388,110.36898615277002,40.70539644930619
2015-01-15,209.34619160740306,96.40032574201302,129.42243822477587,111.48408711074946,40.561842980751734
2015-01-16,208.47768377453843,97.57847969926421,128.70893825775755,111.4966376979086,40.616446324561934
2015-01-19,209.08724937357496,96.91274702144179,129.331152930607,110.87583012348442,41.00833030784717
2015-01-20,205.22743917289682,96.17875911617469,130.00548396379963,111.59053457301515,40.953609176148944
2015-01-21,201.81867488685535,96.42005564193434,129.15333926971894,112.10462554375768,40.48161641864488
2015-01-22,200.78742671694155,97.58273668534845,128.30094489336,112.56179046896459,40.52485024758931
2015-01-23,198.8634600251404,96.64479802200538,128.22313425671902,112.7096568484192,40.59114472944988
2015-01-26,199.5891356985988,96.75279107933994,127.14212565182416,112.72330334053923,40.68698689424643
2015-01-27,197.88393882348737,97.21717028246611,128.2812856906429,115.5057015494264,41.08351820464208
2015-01-28,195.20643785694907,97.94228738219128,127.87245544482485,116.94017266346626,41.525024958868606
2015-01-29,198.1876168613573,98.16432071400408,124.27084818205437,117.8474189750797,41.299655058257265
2015-01-30,197.83955599429163,97.85360527675321,123.86784393488931,118.03824944636267,41.066500380678015
2015-02-02,198.0722099628503,97.09565590077331,122.64938842345728,119.29271847158641,40.66186706636921
2015-02-03,195.36784752780997,97.22793572199663,120.72521663179273,119.97222282891235,40.96749235572405
2015-02-04,194.40436624526728,96.23919283221359,119.30017068209877,120.06368220848766,41.586146040475576
2015-02-05,194.71745863656483,93.51512423767237,119.4904969188467,119.75962919070652,41.47605466344704
2015-02-06,192.5853904270482,93.97123998111331,121.14924954321393,119.72260842497852,41.39673276518141
2015-02-09,193.40697010120175,94.87195366035698,121.59004477315897,116.04443906142502,42.029417281355784
2015-02-10,192.34492319886292,92.70281156794132,120.91527136415966,116.34724623121964,42.26356482000641
2015-02-11,191.8805988888971,91.81736994512426,121.52853675427357,115.83820820718456,42.46956578153167
2015-02-12,190.8248958068873,92.43383002263855,121.03239082066722,117.75676231519027,41.98777712482183
2015-02-13,194.48966268860448,94.40254118513526,120.25472469471912,117.83844796664047,42.294871424572406
2015-02-16,194.56066977207325,94.46939590585565,118.93398272234724,116.50392543843978,41.92467150505301
2015-02-17,192.60990617631185,93.83105704647735,116.92705561251206,116.50406506366868,41.472654009868954
2015-02-18,194.29786751406388,93.70644173400994,116.53026760142794,115.34930446201246,41.34975741192193
2015-02-19,192.03620934778516,95.05120054931066,116.77296527292813,115.95463406360824,41.128800883635506
2015-02-20,192.53396515935117,94.48641407638387,116.71853412081906,116.35065305681026,41.058284507261945
2015-02-23,188.89208616319408,93.78117451266105,116.2921635506619,117.52921005573934,40.49112499724007
2015-02-24,186.4930585503749,93.37621939540585,115.25513259266909,116.66167521065331,40.9016734268139
2015-02-25,186.95400633613642,92.53652360837165,116.0162975349423,116.75972164072908,41.38621441514353
2015-02-26,188.43390277363682,92.6964447445286,114.55549270448427,115.23435727131638,40.60837862931804
2015-02-27,188.85149770621678,94.26188358387935,115.50567202152922,116.10359951742876,41.0281736763242
2015-03-02,188.727560627441,94.61421195738097,114.41102732237339,116.7659616419067,40.71732620950611
2015-03-03,188.25425324297257,94.42295036350589,113.61017996099184,117.40501853924121,41.08830218516233
2015-03-04,185.58411698657557,94.19490086489978,112.01191647108907,117.46563751669409,41.080723533532186
2015-03-05,184.34514674506636,92.78028221499238,111.50743175941157,118.01285663386165,41.113097855077314
2015-03-06,183.58970622752264,93.65007585332134,112.65661262924873,119.9814280000127,41.05759252790908
2015-03-09,185.6335617832091,93.6240099253836,113.29563561680892,119.69968985812567,41.57907637114963
2015-03-10,186.3656893827624,93.50192906095631,114.4668049452309,119.92571067962753,41.0873870001417
2015-03-11,183.2003593801169,96.58400457790358,115.12359533426785,118.68954403476573,41.35856739502249
2015-03-12,183.88696599838664,96.92143215512272,113.9169409848638,117.72231645002701,41.837492773017374
2015-03-13,183.2718245498955,96.24362738711525,113.59752314519628,117.89645435045426,42.15934190315138
2015-03-16,182.1264472240572,95.88208795189608,112.77105612020216,119.26478069251948,43.172481231624396
2015-03-17,183.33553043822565,97.03809594881167,114.33874165673943,119.01901389190458,42.966202407571615
2015-03-18,185.3281372780732,97.19665985519184,113.03500777310035,118.79794343898936,43.401190184893885
2015-03-19,187.15567742374478,95.85662326938422,114.10676565292148,118.37472675622634,43.376853007650176
2015-03-20,185.68442534798555,96.79021038760095,115.18782876862207,117.80228596511967,43.93714187500937
2015-03-23,185.20373161543034,96.19375280955957,117.37339832560968,118.20937198744883,43.95573605440263
2015-03-24,185.91119350743486,98.06175112135114,116.95198029493574,116.51089810670484,43.807470884635826
2015-03-25,187.8276067380573,99.17618098018967,117.84693805335719,118.07195306616435,44.40557803732078
2015-03-26,187.02322636969384,98.78291408298054,120.6270031181399,117.34754331511138,44.20993217263033
2015-03-27,186.76968458965266,100.10651999683505,119.94421370682312,118.2568580932613,43.61155839563099
2015-03-30,184.80715478378383,100.22457059795357,118.17615454679783,116.82289105794652,43.408433704121435
2015-03-31,182.70097656988696,101.13346810812112,116.03318712550691,117.66568642704915,43.69982408914186
2015-04-01,184.28363527876797,101.67571043312502,116.92156979527641,118.5182412894307,44.33455804242647
2015-04-02,186.8934123822566,100.86922466030803,114.7977476944069,119.03396878830054,44.40605162195169
2015-04-03,186.8522814416167,100.27228885472337,114.42832835552485,117.91506995292424,45.01778926326154
2015-04-06,188.8312378713927,101.36105884784999,114.98731358747997,118.26881195961202,44.43271308757234
2015-04-07,189.6101372884815,101.07281816985872,115.25805385214792,116.93632305064989,44.25831860023302
2015-04-08,188.48508094151433,100.71600700212946,115.80734710831366,116.69945937304539,44.152855119616454
2015-04-09,189.2620974916242,99.80851682645583,116.12310846474023,117.96595167125135,44.12435948843636
2015-04-10,192.2916402626601,100.28233013160133,117.67652732096082,118.96901213098236,44.1835674667779
2015-04-13,192.31889753621778,102.42335455908803,116.61948882617872,119.04658491316505,44.51214408649835
2015-04-14,195.4493673694015,101.38644759591836,115.89057780699892,117.95070944222788,44.336753552560495
2015-04-15,190.4908009458923,101.46172399787659,115.0561024394393,118.77402018811921,44.42064199727224
2015-04-16,192.1589567882791,102.9562179530448,116.0732868520316,118.85645566746051,44.422808493531974
2015-04-17,192.42248554288417,102.92570482015151,117.18170458179654,116.18843980280637,44.035412656119306
2015-04-20,191.9439354696317,103.44407551613916,117.77052337648637,117.15989812081861,44.00738568972529
2015-04-21,192.21622964063144,102.40209774780433,119.23221170726971,117.19009079613687,43.96618787501968
2015-04-22,188.5277564733929,102.89306748454563,117.89478119554816,118.66706946275444,43.91562043982862
2015-04-23,188.2081490885039,102.75205226265057,119.93678148566327,117.43313776703405,43.95154029439263
2015-04-24,188.97592992977886,103.8218164603409,121.83859405255537,113.81816068728662,44.006810473956094
2015-04-27,191.88545251920553,105.11447422568885,122.79955466499423,114.19333486221635,43.83889572852922
2015-04-28,190.98901061516398,107.92598017790871,125.06972456199418,114.58404469688202,44.422611196368024
2015-04-29,189.545851242072,108.60766174623421,123.07638097897866,112.71943467574302,43.92808191347769
2015-04-30,188.691495766787,109.01657319445255,122.49383042613712,111.67767906894858,43.63432422982068
2015-05-01,190.52194886280353,109.2833183943959,121.65724581287458,114.85483587535094,44.88679842739029
2015-05-04,191.24492112673536,108.95250991263548,122.59943603845942,114.56162961678668,44.44550430294911
2015-05-05,190.32960152868546,109.37659603035917,121.37938043864118,115.45981159818356,43.86980497102123
2015-05-06,191.4046911621142,109.10851339515908,122.36348098272059,114.76836957926629,44.21530680802108
2015-05-07,191.68641161419674,109.34713346968603,124.11410312889242,112.45047366449002,43.32803298038289
2015-05-08,193.64899454962912,110.85283467071116,125.04245979905858,112.31532397695764,43.247831758477666
2015-05-11,192.39040807473776,109.79753536221865,125.46048748645916,112.07342787977669,44.207981452048664
2015-05-12,191.85695368101742,111.11179624420606,124.28932760377091,111.68199251718396,43.552015806304695
2015-05-13,191.20171684850004,112.64125324957234,123.3028624443509,111.6098236718959,42.718682103592904
2015-05-14,188.51806360287856,112.5646060969544,124.91578799616124,111.96112966823965,42.10407513339307
2015-05-15,189.1716933669767,110.25642444488474,125.95608371793814,111.84909369148677,42.50527254869973
2015-05-18,189.76103801127488,109.64310208101725,125.96991506066367,110.49944776366763,43.00755919194146
2015-05-19,189.865650703871,111.12998028945984,125.50731122201015,111.0935202371944,42.80907048847061
2015-05-20,189.51550640205616,111.16013609722172,123.05186521291327,109.0033541412583,43.124105429605905
2015-05-21,186.9455020951229,110.10988336729868,121.80207736912693,106.84456119089845,43.74969689871175
2015-05-22,186.25387986000018,109.61026815538126,124.21471013516195,107.69109356812795,44.560960424304085
2015-05-25,185.70948486634853,110.59083925436994,122.69566804875235,108.29262857121626,44.473557366954225
2015-05-26,184.3176763183548,111.25274485786551,122.989851529682,108.28462023211175,43.48343577981125
2015-05-27,184.1126711724129,111.04275114684978,124.29730089147088,106.83746363240866,43.14951983604959
2015-05-28,184.95053706253356,110.69149732640828,122.80860138742445,106.13687542073878,42.987236572295686
2015-05-29,188.56641538871918,110.31384580899098,123.09718457381501,105.91131269394465,42.897513323498245
2015-06-01,188.99036959549198,109.3556423927309,124.31930761849604,104.28662641788426,42.838415813679035
2015-06-02,189.5725049365145,111.19207397479902,124.3970306284045,103.57053155789205,43.34208971568483
2015-06-03,189.5261678656333,110.8896871147542,128.08093144492688,104.30049921401022,43.91994285140193
